labels,id,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39
/finance,6668050_153,0.4680122369945124,0.259324254187213,0.2983673103758055,0.39549943004991245,0.29343748907639794,0.3131490543331151,0.38812484359949334,0.5720611353905476,0.3932184693909718,0.20458918757507152,0.4439467234200469,0.332088435124965,0.27470174203404124,0.2616588339405389,0.17505139642039372,0.26989144735829346,0.38812599998130165,0.3203142879716208,0.497022600713897,0.40307946494834523,0.33414130904625994,0.3426871714481505,0.22655344496540009,0.4265607648822766,0.45950202928462247,0.28832237769104957,0.11348222772731713,0.2238017168222187,0.3914562288758432,0.46184609290956663,0.30505688311639195,0.3087206999458042,0.29876671989032105,0.2228208102288929,0.27190652723822656,0.3109981741795855,0.38793878752888455,0.22937435457440156,0.22869271892101706,0.39650554560547663
/finance,27192351_645,0.46201271116114734,0.30826224582148226,0.3510098582130615,0.4791163127785616,0.23235226396612413,0.3314208491981385,0.5967519279927318,0.6922250518273515,0.558826178991742,0.1700092913900417,0.41993339692432063,0.2952564600251592,0.27847643649006376,0.16419092539515664,0.1489435536172337,0.19263743184408347,0.3551672161556338,0.24447419214138946,0.5235648542958617,0.35786015828361323,0.2618413932929874,0.27378295941046277,0.27827689413108825,0.41955360415788356,0.5224829976563589,0.40846007341800944,0.12405413894230638,0.34354732139742206,0.4045758161959917,0.47600687601120784,0.359505059100294,0.34811383890261005,0.1549609219572358,0.30016550162564337,0.21066145460913296,0.2967648215916776,0.4700183606384562,0.20675326244822304,0.23112020502045033,0.2539881750299252
/finance,9404350_81,0.4316699656169072,0.3014078554051516,0.4199983499233949,0.4311711900771484,0.1804952824085982,0.20192810760847604,0.6491186229930734,0.7712324950828964,0.4424947479191532,0.16910072339573193,0.4042186238192148,0.2888657970271837,0.2880171987751565,0.1756025554726385,0.10025093020223441,0.22780561199672014,0.45009561903585055,0.3113090038115452,0.4256741560410146,0.29647559555671393,0.31505770544909045,0.38623193198661754,0.32549615559695616,0.3960031002342036,0.5277488765560343,0.33906711978757,0.24629354638590298,0.23778363730326596,0.2861960141686496,0.39474354868903927,0.3259368640733464,0.3193623240284558,0.23852469546913277,0.24076249118920948,0.236609044853402,0.27670787944698355,0.592613493791644,0.33039291949143085,0.3619458843801563,0.24421887855331256
/finance,20375714_332,0.5324821321873509,0.5060627469022644,0.5183953570637369,0.5834655558353452,0.24737805745477037,0.2932622375989723,0.6479924439620917,0.8821564741357776,0.5322091381290346,0.20800218573020496,0.5005037168650874,0.3973145472902721,0.33542202092741924,0.30547914533095605,0.12130339583954151,0.24892682289165993,0.5312537388571756,0.4150396459488373,0.5885477264911108,0.4020011631734633,0.37687322052343447,0.43682462775200837,0.30990313540127035,0.5629013142152476,0.7313398916107149,0.4676726868252342,0.2467393447624797,0.3092570268096037,0.3981027187022246,0.504033088557551,0.4441261692100865,0.4748779362064945,0.3058233800867524,0.3812888505440069,0.2981352388234841,0.4305273580149137,0.7077297711968563,0.3369728849604005,0.4156975079065048,0.2764377640365495
/finance,16482509_183,0.4904479249453326,0.3365522560867295,0.4770260963879938,0.4976502949235356,0.30888848853457945,0.2896156859098056,0.5142572849324528,0.7954413716351811,0.583863073068169,0.2825341915287927,0.46081607026994,0.3869497031487467,0.2683830534972336,0.1563082659229401,0.14194074773192292,0.24565560424248142,0.29540521521052077,0.24532130949541706,0.5885576609428309,0.3372060819268235,0.21065768590702766,0.271441884122774,0.19634979609429443,0.5043839203772151,0.614866186423099,0.5973028889021635,0.16110553987106274,0.32636537506672586,0.39111852673104314,0.4181206848908113,0.3947959854862942,0.35580181887584683,0.1483383480785992,0.3164000867726144,0.22308832751939567,0.3829036132537726,0.5506704838781172,0.19716484747363122,0.28131746603439634,0.2596298984724653
/finance,18585043_363,0.45866944326977227,0.35865435021250525,0.4451530061397634,0.4825846107159159,0.17340181511092756,0.279355754573766,0.6769493427294431,0.8464435844697475,0.4594999557318724,0.13305556893574438,0.374712119061638,0.2810054057973823,0.20512092701075343,0.2071805719492867,0.15519195713927567,0.1909154960173748,0.359505465004523,0.2889304262297218,0.4881189750549471,0.32495071378634727,0.27653271560756304,0.33184837841276255,0.22849004677898993,0.4013238526736146,0.5855963582848199,0.4231445647341207,0.19237071317334553,0.3205105079851604,0.31650358226533587,0.3364194802076663,0.43775899976007737,0.37258966574147795,0.22671003825208608,0.29774978312462075,0.24515489295842147,0.3267601139053261,0.5178829034558884,0.20489422639944052,0.3036937225069057,0.23416804524986412
/finance,18151595_613,0.5224086893079137,0.4556719407418801,0.6101621983062958,0.6114270303328587,0.21760941693267277,0.27715122430653344,0.6620423875728209,0.9029003874488583,0.5809857037846927,0.20499110362411435,0.4834823741837597,0.36252550995551275,0.2884062450238856,0.272967102876883,0.1724103359870952,0.2291525161982601,0.4514295194736625,0.41542382630498204,0.590638736494412,0.4176035925827252,0.34510618200038923,0.41998270768725243,0.2808160022221458,0.5110337091844673,0.7482464956866768,0.4610809448882859,0.26156336583928064,0.3431193244304041,0.3642129129780837,0.5116701959020009,0.5315016806649336,0.5918202165268744,0.2878724425781899,0.4650957409663866,0.33923262967792417,0.4518776998567475,0.7682745881486231,0.28698289367704416,0.38578232456688655,0.20438760005529463
/finance,13258929_523,0.4528962280855803,0.3040386632203047,0.5632889016200041,0.4493977258998104,0.1811692965503874,0.2925922176563082,0.5788308284025331,0.7998985522307074,0.4917370538885634,0.20065742988727148,0.36968781392552347,0.2649362413664274,0.2648337493501421,0.22035063383557385,0.17623367813894678,0.25885275532666213,0.41037803696443087,0.37120361263118223,0.481927057294268,0.37594097680716787,0.27940393538221137,0.29431990738343916,0.20163967377349723,0.4088476641277194,0.6499171210493512,0.3591183151530786,0.2774537363275084,0.29628779338900874,0.30263575807428617,0.3295162999578295,0.45512767862071996,0.4263844146972116,0.26089152441431646,0.40325857575974655,0.3209794805406305,0.3407801884478296,0.5872267074559275,0.258467624150909,0.3870882228025462,0.22191904670792748
/finance,17283283_307,0.47055073462324204,0.46805276423048325,0.4749716752344409,0.6104966120683946,0.3004242675800645,0.27547085619653366,0.635275314139052,0.8022316295409619,0.5441341901867571,0.25024425836908876,0.4521286355451599,0.30791584183614773,0.29337554417415357,0.22874963216493424,0.15893860740730043,0.20956824288569895,0.44405860920628737,0.3494881151729172,0.5596421566713546,0.3859299708894047,0.3486753846436024,0.34869433847973363,0.26810253959409386,0.4790366204829111,0.6146878259100443,0.4461045409289697,0.22245512760024772,0.3410330313263289,0.3775919183567552,0.435658998802869,0.4794502334601627,0.41707496573413533,0.2769195086675037,0.350036679433287,0.28549474433512945,0.41412867095632705,0.6239881297347786,0.2272753775722643,0.3244483907958589,0.19522951629216
/finance,26537780_645,0.4382554443049815,0.4273068638125551,0.5399836470164843,0.508673015177637,0.22999045129462367,0.2322023631462156,0.7004118274123321,0.8577112769469207,0.589328330607653,0.16908788322469476,0.4346956785507476,0.2629161029355901,0.27798780301323883,0.15971682618381305,0.16265754812846533,0.1551942635147715,0.4495260914923477,0.35973720265107456,0.5149836991885934,0.3591820206467622,0.2509043276276527,0.3272744080953287,0.2205067918625536,0.48463012674469474,0.6280482876772013,0.366101359116141,0.21903747977763283,0.28707342754715354,0.28499533760140516,0.3932811608855412,0.37290071032394145,0.4296292595309888,0.2243525900734974,0.35482113021827594,0.2948533494849557,0.40015919006557443,0.6612537292654913,0.18571718043955113,0.4662989828357993,0.20308840329508432
