id,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79
15339631_567,0.29026272270578757,0.7370858886130562,0.40971817248893455,0.3633541727229595,0.6342360621500137,0.3016134284386434,0.2932598230047037,0.15988713003649624,0.5606932248682492,0.46158418389690137,0.34154324718482265,0.3013906443641242,0.505928901694836,0.8899086815653299,0.5551010862766941,0.35250558896003087,0.5141748288231197,0.12107563502322233,0.32747303682548845,0.4292830711517774,0.347247386146817,0.2612037938871536,0.24529096131302466,0.20397239737127376,0.2861988928800183,0.409431311445191,0.4018772627549875,0.4213719604801455,0.32431508207566545,0.4508353072198292,0.34497156445816873,0.2738245405559623,0.5228582058657322,0.38484871520912717,0.2548233558378448,0.33169084535870086,0.45480700067344915,0.22863964716648272,0.37452736993917857,0.3630048237487015,0.5972485433696073,0.3191457636516933,0.3942488125971596,0.21918181238120357,0.37254609183619075,0.5559328829509259,0.17668600096961898,0.8114838888191063,0.1542429614484483,0.7194768843553974,0.6495334032352048,0.3404554318850875,0.20346466515971734,0.26167776542172005,0.2458529317329432,0.15152632843836752,0.37416078444586676,0.33049185341855275,0.12242435579569153,0.2125443584747687,0.4681304064777531,0.6634359952089633,0.395730357960816,0.13911719620758778,0.2831867055900004,0.1861756011517981,0.3210924173605785,0.4421743900875246,0.24402651292183,0.6906113577523554,0.2812013218359333,0.3106396343108664,0.2695477501245233,0.24609540067234092,0.5899627476721714,0.23281850428004766,0.434831408015086,0.6256756402948318,0.43061752074476195,0.3003540564230254
16672165_158,0.12290159380098975,0.2757726947221408,0.2884043501439331,0.18716586755212547,0.3173768549845104,0.23250980295584264,0.1635191445442903,0.14884141281288576,0.34056767502886787,0.7395910150084171,0.42694190012970745,0.15030048191256493,0.3511052259241908,0.4524704992150597,0.3977604774461907,0.35320354722979763,0.31246256500697706,0.16769526840373206,0.2828795148197115,0.28185220558157065,0.2028759882506764,0.31304590869860865,0.26787210808375916,0.23236519387397306,0.2147425873385013,0.28804798447042973,0.2524944170880314,0.2770969879052622,0.46314265147088146,0.45847752418704185,0.31060734169530074,0.2745962502984254,0.4439938908247486,0.29870959406090536,0.18237521441136678,0.18963427156555424,0.37717889669201743,0.25791510704291126,0.40922024082243147,0.4459345522604227,0.2103576235459673,0.18077059973286974,0.5427342620578695,0.2412767737756286,0.3325475953285734,0.7409139329979194,0.17629559120728416,0.40619275183020953,0.5718146882220052,0.30738255523847763,0.3933465886241571,0.4071960696899294,0.34205913694394363,0.2704437500859767,0.2162276667181804,0.1465932361828863,0.3135746423771986,0.9121939754244315,0.00888846926256638,0.25624760510266154,0.3621870055036725,0.3835131341479999,0.23013133722415247,0.13055475650435044,0.24428641775518986,0.16958524528799188,0.3342223488328083,0.3049919463738964,0.2112185205494397,0.43894762047112573,0.14924427819177272,0.23289350989097857,0.21903744611972176,0.2768855939210231,0.4518436256458935,0.22892974276192726,0.22906740355164565,0.22954993872133692,0.3052331169698731,0.3195575817783331
25337366_636,0.14078726838782127,0.14843400764223005,0.34403297729396703,0.2978708803272626,0.20580546949572645,0.19228400919600758,0.3017081165483706,0.1061796433710763,0.40528332819053076,0.4306558941106986,0.3352604833681279,0.20877377265609787,0.3673440594177246,0.43132889311646366,0.46943258356051715,0.3707768664152589,0.34125314028433407,0.1410505591347242,0.3447222071499507,0.22550349702805303,0.3047814890216887,0.20644249133822168,0.1368379294045121,0.21979032497912,0.21743050249174647,0.38855966512123147,0.34710484203786657,0.3501726193402662,0.22733999438620917,0.35487694977114315,0.3456331535284045,0.3610946962586474,0.31657251382594687,0.3976488030327043,0.220582234890832,0.264151518675906,0.40255358048748596,0.21782641875402575,0.2996281784366125,0.527976291358883,0.20670380312282427,0.17639488937685638,0.29290142561136684,0.24072997540699792,0.2659935715180266,0.44404268746969666,0.32697075060368974,0.33254845376928577,0.3054043924260831,0.1628942951446809,0.4400996384458105,0.35621698379003536,0.18901368991483655,0.3030982560948563,0.2929497342391776,0.20946316578137417,0.41666441508431895,0.25680446159231957,0.1022073560495871,0.3262550152236254,0.3502211959123667,0.31122858769773165,0.19783188520927752,0.14375992946829177,0.21827500843789494,0.22864432733724538,0.30530572059362165,0.2668866334144189,0.19990194045796691,0.49466656588616104,0.299060517242999,0.36647765043338343,0.19367881886480431,0.1800051403050603,0.4506449849918878,0.2992545214201601,0.2791499767157431,0.17704766823314075,0.39660040442019123,0.92318123804795
11909633_422,0.35783348677991256,0.22769689520195494,0.3254342273216907,0.328674103902302,0.21710206415516003,0.11143275880828199,0.34989429129259925,0.17007577790440861,0.3688882282145244,0.27776404055492915,0.2124291014434375,0.43522803027804835,0.16691461118358403,0.4224677016444701,0.5556559822847,0.27929620884120276,0.39576261216445224,0.1847835800234312,0.259395176109575,0.3998455754108709,0.31727121942502207,0.22348238499781942,0.26935706315592917,0.3150388579443925,0.24119682829005254,0.561664216201883,0.43555282976144694,0.7126495437635181,0.0902256907907573,0.18770226149881028,0.593179580992434,0.22080579700645372,0.20838341656163856,0.4957387834883786,0.1526122395657757,0.3625599878145596,0.26332402060794674,0.21042035278777535,0.3289216894202199,0.41849642409850024,0.27098082853129396,0.26547321399329527,0.35244776742500283,0.3828490198108233,0.07558238378607715,0.3943401072423846,0.2656515723700803,0.33009012280697986,0.1437247725402002,0.195036604813916,0.4022531843477631,0.429755014797839,0.1389042796288838,0.10810673889743198,0.49946102326425734,0.20573463938942074,0.3761423931041368,0.20450911698516297,0.1688885988853346,0.10464085427536389,0.28079917369558954,0.31472661649919337,0.1167138146412934,0.31062936173152267,0.11422484076186583,0.5532935306541885,0.38469967407814143,0.2535184618572803,0.3324550170612146,0.5449242487211577,0.34814596218927557,0.546609100932689,0.8781489517715612,0.16545701265754534,0.38380407239696823,0.4053714660497715,0.5165933188051727,0.21435436927340143,0.42602608998069574,0.20132373143178656
4998728_209,0.19886956270985495,0.6070945615287879,0.3432760315018549,0.3057761372210284,0.47449627121678695,0.28704585649892206,0.1919010709041531,0.1588813984327313,0.4202770591205581,0.31924613879601926,0.1801480223091479,0.2817198951253935,0.30550668190471886,0.6721616920122391,0.4276540014529766,0.21692803161396634,0.3796174789812585,0.09550269033241066,0.22075971870578776,0.3491414413739139,0.21128959526187913,0.2088805440679515,0.1817510269802102,0.19456289539153698,0.16316381124783366,0.31582733029865223,0.3485596754268404,0.2774505602490976,0.28411828326679534,0.3220024972386553,0.26242287522958974,0.07873093886638836,0.43845283307802074,0.30364509782131044,0.1677724823142495,0.20414976910256433,0.38099981672542554,0.17697723696235645,0.30729009594951373,0.22842240046052312,0.4350029890924768,0.3066822998705993,0.3099979536064787,0.1328630999937967,0.2749790493718428,0.4244122896061526,0.07515884346235091,0.7264923450492131,0.08215799570195813,0.9314291645596113,0.4939126942802338,0.19735172543109228,0.19806275207101245,0.23036571917175497,0.15697116824207458,0.0502865292382951,0.3126847972801086,0.25153497258761454,0.06933846884623543,0.1686848223942411,0.308195820056793,0.5681872698845538,0.23438502767702898,0.09571901321137198,0.2388304162685589,0.08963870520419295,0.24309353962257882,0.41157954441625894,0.19326513984085122,0.5466926895059805,0.17482642159322365,0.21691943147037787,0.17883437670059876,0.24637666778424627,0.5009262326259027,0.16324158739529745,0.38307284795202456,0.46613950359140605,0.28843942436938164,0.2043493892613793
26842161_645,0.12500428508025885,0.11703252104648444,0.23076796400112734,0.16433583399691287,0.13455091713380352,0.0816587512915784,0.1229770619706654,0.2174221111130847,0.2549134835346899,0.44008355479552663,0.15428213253397116,0.2404732903027392,0.3215359335850687,0.33398440122139517,0.3220307437045003,0.22730157109513777,0.27710591846662436,0.4595995018755213,0.22852090342383555,0.2427083697691504,0.2693322049411186,0.2807817134192728,0.24189602174513541,0.47285442857380117,0.18505561612618965,0.26794155446903895,0.21033530298868006,0.2548754961417265,0.4087527944033733,0.28799193284113744,0.43420126271987275,0.22810390815048812,0.31511318075803657,0.533371281181476,0.32416758823573927,0.21778947057266698,0.26985008473178124,0.972781087765537,0.1419103381400281,0.2955943610250774,0.2944901894110976,0.12333701655807823,0.24431092720512934,0.518689589033106,0.23597761653561744,0.43997154948789036,0.26024781574994676,0.2320068205897795,0.3882244770448761,0.2333473998664147,0.3407602420099749,0.2977686745212621,0.16000174351661886,0.2397371351300286,0.17052249343757506,0.19395353603299864,0.24060613866973207,0.21199783113214382,0.0793613936227627,0.18524141632924823,0.3316012405459038,0.25305639179128925,0.1955412288464623,0.0782467576983016,0.19425038481786552,0.2029410538972065,0.2229170260902504,0.237078289294489,0.22680824966592092,0.27521355701246425,0.15027440602492567,0.3541550133720055,0.22652084493446664,0.3290285613261616,0.32823880986372417,0.14942834120089196,0.20580735908540293,0.20441068513796015,0.28380902924906926,0.2240310342037431
59999_79,0.16718663886133212,0.2050000050576012,0.3749397349632092,0.31145608162639404,0.2792420408734612,0.12952389460153418,0.2832458671736109,0.18618042959999143,0.394397886832882,0.3523632795578268,0.2771484601869776,0.2915552507826205,0.24904315882614905,0.41752275251239634,0.5106785372879612,0.24219458950758782,0.46665474506660676,0.12681622066802858,0.9566046589186432,0.3528923932521641,0.23560039775168876,0.2675085220983523,0.06523233193591875,0.14434235516144295,0.27651155654618537,0.3348967088192539,0.3752118959815867,0.3207107198469053,0.17397540148731977,0.23420430681992546,0.4467645034660658,0.27881116541661016,0.28421908797389506,0.3593952914630116,0.30367693263984724,0.34392229265171054,0.34812700858144147,0.18905587883979874,0.287087469954432,0.30652552555411056,0.25522334682440334,0.12160137458810184,0.38797535934254473,0.21481440199525698,0.1679153705537429,0.47813886984859605,0.13722294996891943,0.37261942920743657,0.19690863007739837,0.18696395256722262,0.3528975202076749,0.25517292333940317,0.14737779855784508,0.3773435423181478,0.24521734456018449,0.0736918306654781,0.41836612384162647,0.20050847818396958,0.08808750713445453,0.140900662144197,0.25048018561235713,0.29382295898046623,0.12583298455165257,0.10566093348581226,0.22177589192581879,0.25084558426655185,0.3758395324210433,0.20481607892308826,0.22620209809064704,0.39702056291533583,0.2435453969757647,0.4343380047978265,0.24978494903147383,0.2611929433922969,0.41839848849330447,0.15360452957516046,0.37460188290148805,0.28400783133833124,0.3654674611036092,0.31685527428498106
11694599_385,0.18995916321308853,0.7603023787444224,0.3657565775490786,0.25252839831090457,0.513450897259629,0.21817467522643014,0.252986429571314,0.19556346188785495,0.4918871049844622,0.3357754118131816,0.3385571611584629,0.304884829334767,0.2682156750087435,0.8127592388365085,0.4600379741943163,0.2374207654976735,0.3938619312532806,0.18351681661031355,0.3742377430241295,0.4540313856416921,0.2843802639284488,0.277394616826459,0.2158430609183555,0.1994506773664468,0.25272452322785166,0.29945605229676675,0.4187677156236288,0.334022859691436,0.25564685017128375,0.3189642393081826,0.3893602520730644,0.12602949106552477,0.43174169318758376,0.3970555795598655,0.36227491973119386,0.2786369738732566,0.37950120907455587,0.2264269362757912,0.3369763897951552,0.28338593617707797,0.5648455739310764,0.33767366892866574,0.39954479495424794,0.21333215457256366,0.2884016876065614,0.570584855777848,0.15315987246341287,0.7374482264222356,0.17938051446268002,0.6577305718676003,0.5092869510681467,0.28388799960422395,0.16478399672442812,0.20237560011963443,0.27246474158763784,0.12406740621024431,0.35668912885819887,0.2830824775531458,0.07442757833900152,0.07746327513943464,0.39510735451443113,0.5670692078427838,0.2662491631564521,0.13814855534465548,0.1913132125626787,0.22255510420065194,0.31996445612219043,0.42893763248021205,0.17697043783375277,0.599289786259913,0.22719331474416332,0.3736818360144594,0.3150370724749149,0.25163072205370185,0.5050244927126022,0.19991630140301897,0.3483219940958712,0.7100855696609101,0.3207239076508801,0.20486374349194106
11296231_345,0.22854987833788457,0.11736751974074522,0.4856417221908288,0.2491261012282512,0.21696832340756234,0.1286995129578282,0.23751589749602015,0.9488672020867243,0.23079537230479716,0.18886405540198334,0.16839375432109477,0.22464733186556785,0.18177741034748016,0.2905553453941504,0.3173302073214214,0.0880667480486225,0.23180298175818234,0.1258479597140953,0.18496130509654604,0.1980003122534688,0.1894377495079403,0.278340474514903,0.3547022876549931,0.1700842961011336,0.1920777026224425,0.30876019821944495,0.5257866558556772,0.24503551023181364,0.2509905095159591,0.14941457373145708,0.3088102258707043,0.10069007287792862,0.2439633921072039,0.23839186444976368,0.12724907424230525,0.25794799077443614,0.2439416348663515,0.1909768034363344,0.16716146784766053,0.18725056838589182,0.1419446653334304,0.32899809887064435,0.19034232446257832,0.272962765309327,0.14759135360573283,0.31040625453390097,0.2709102954937767,0.23038079718694532,0.22949799203670485,0.20291621482402197,0.320315678896768,0.14494432285907508,0.09395507353977729,0.2156484986826818,0.17781384399489933,0.09920457617512145,0.3923926297113753,0.11763277209256683,0.02197375977362102,0.026481401733863943,0.243908350916376,0.2938186379002268,0.10396830395880748,0.07710325705153873,0.19891687742384462,0.13675378844343067,0.15274084015898354,0.19091340682648397,0.2955003231646688,0.3181191541393315,0.2388176598953935,0.2948876770420931,0.22549927808788833,0.17938246359798762,0.24213551992777982,0.14080059217543395,0.28871583130150025,0.17289711439539385,0.22299361104258553,0.07603842384386407
29267736_679,0.3720205160423877,0.4786946970573508,0.5026667987837903,0.564122042128781,0.5246453359193789,0.2719407071935919,0.4231221631066947,0.24891328639756985,0.6488262066304803,0.4767537581589781,0.33386094005477107,0.4039914406958064,0.42703867823961633,0.8091153767514646,0.7435525708184091,0.4625794376923077,0.5895125973033567,0.18086356675482923,0.36601869454227354,0.48957474123391126,0.46180649537020785,0.2351441651297898,0.3258490096449946,0.28971364928334103,0.35817521260731006,0.6288726687865033,0.5930597156983497,0.6443120058450874,0.2953594432012185,0.3468959816540293,0.5414168709077793,0.3618335907555873,0.5243685150500372,0.5682241005553944,0.25637601540807586,0.3940876836165557,0.5150208103224009,0.2557603004160643,0.4697214705221232,0.5774691276698752,0.5037516513831295,0.43911505290409675,0.43842985372628535,0.3200505044130345,0.24951801372428806,0.6278958162259216,0.31997879362622356,0.7446711843457755,0.2777161288329881,0.5559069531345774,0.6926223249617212,0.5060089887700553,0.16747260539981274,0.23358917479300756,0.5270830421369007,0.2951891885919574,0.4663518974690699,0.314865247038595,0.16007266763038427,0.1715649610965508,0.4536887581001403,0.696806716662775,0.28864057333975074,0.29986538164709053,0.27549647230643304,0.2960046729821774,0.36447658279193773,0.4091946160231518,0.34613259411452,0.9308403051354158,0.3972674820269727,0.49662802198615014,0.5039772247506341,0.2310095428598419,0.608594850484839,0.41487622762577153,0.5966929867483822,0.4203053596025198,0.6062579300635138,0.40816035834890013
