id,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,L0,L1,L2,L3,L4
10210536_200,0.0,0.36069304828342297,0.4684846822547223,0.8935705474296686,0.4046986863896295,0.43729199305096256,0.0,0.46269770571605534,0.2540928256589147,0.4140130889602355,0.36883689094445393,0.35885226977225,0.6544966332813987,0.6560895089209368,0.5628095650208683,0.4038154346038452,0.39864351672883797,0.4173830502847758,0.4329898515337834,0.32337959813734485,0.33546421777247815,0.42401576608897507,0.5131058387823588,0.0,0.27229673152498274,0.393313577555584,0.472590597594681,0.4100791854564547,0.42623388462485584,0.48022652023687673,0,1,0,0,0
1780094_118,0.0,0.35686595566364965,0.5342252890530867,0.464856323415426,0.3411135774231435,0.36671462017163026,0.0,0.41947779206644337,0.1943180157565643,0.3558801140167743,0.3390290113248309,0.402190946647738,0.6559495030798466,0.4877501213519564,0.41337125077931786,0.33692778324286415,0.40309263153610025,0.45412877171488897,0.32827530146681067,0.293506207705199,0.30835492257229186,0.4163063631125295,0.4230057970846576,0.004235492056869871,0.12351930305793724,0.4795172683499638,0.4559014699416423,0.3010918833516167,0.9023116402236117,0.4572007086296254,0,1,0,0,0
12184915_455,0.0,0.35015497563755266,0.4091759534541717,0.7144833041745189,0.365242825754853,0.40991373612078197,0.0,0.44747022838826966,0.25912240081925814,0.3822762964783522,0.3521409611383833,0.36736386443725366,0.7027960945443591,0.9172703821220781,0.6921972292675236,0.40408431364545555,0.3378433106920932,0.3918701543921798,0.3972158780432785,0.31347512925849824,0.32257771371917,0.36184423199501775,0.49271899277908515,0.03509931352803973,0.33950489784803944,0.38693225990876257,0.3952719639699801,0.3581191213436527,0.3583987602416938,0.4718591164459454,0,1,0,0,0
11679723_381,0.0,0.08025779972183368,0.14219225101299415,0.0,0.09965905923970375,0.06325334757850246,0.0,0.1010816525833654,0.08120034551715453,0.04071497435580407,0.0798834528233055,0.0,0.0,0.0,0.013805022251936746,0.05110762055283926,0.0,0.012607760272080139,0.07205676946891425,0.12499605699367311,0.055202965579991894,0.09906299997128562,0.029495862216485348,0.01462392307296521,0.08242213234440163,0.03413680814226968,0.05215045216409709,0.04849799195038237,0.07977714724317338,0.05368668948268678,0,1,0,0,0
15117742_559,0.0,0.30217025066319997,0.43858593798485956,0.6467445889887807,0.338751904868969,0.43916426398718544,0.0,0.4034630511297319,0.23619249092409614,0.475049236468091,0.3674846796927451,0.4315307152990962,0.9667672614854891,0.8170217487686815,0.601321804198424,0.4266517097024161,0.435229585836608,0.48415744935939203,0.3373345267804836,0.35352690182534624,0.4013604898053627,0.48514577572403544,0.5169723506794681,0.024000858922102727,0.17813268670403357,0.4272047908150851,0.44724787733540083,0.27321110137421073,0.5533066584436462,0.5072312130478903,0,1,0,0,0
15891927_595,0.0,0.3607109624191352,0.4981984049676882,0.6000050793289791,0.2889790393494729,0.2908022689097445,0.0,0.45682551103417757,0.18920986847248156,0.3801801998458344,0.3243726211333152,0.38269687221169796,0.8745492294942709,0.6381696961809459,0.5316154192102329,0.38158489257944694,0.4148752238510243,0.565923340550456,0.22799453012545948,0.2503774000302701,0.2867644195920332,0.3612144874960769,0.46505173356255497,0.005970710539655176,0.16894682666873878,0.5166149212094319,0.42732894872991783,0.3943017158509535,0.5060599354933775,0.44041675679940584,0,1,0,0,0
12569397_496,0.0,0.33837021376109955,0.4189241066408492,0.5901220131250212,0.23163195103177894,0.2578917229956677,0.0,0.35476717346150055,0.129887361668107,0.20123834988079076,0.24129765931517294,0.2607062473648243,0.5923028085710909,0.6220945229983167,0.7464152481716945,0.19173830270576295,0.2538988806620072,0.34102284042847225,0.24719536058129873,0.24928291797300117,0.22980116049650698,0.42397386582392815,0.3143144695422357,0.01831402713671653,0.17803446675026824,0.313113043800417,0.2926780236935749,0.34810253246410977,0.3614410217877157,0.33818641047680686,0,1,0,0,0
26858624_645,0.0,0.3976592739162466,0.9821660250881961,0.5155700766209989,0.28053554053304003,0.2755358304299666,0.0,0.3393519692028617,0.23977312767903022,0.27214872795333184,0.29046586066147134,0.2584750544199133,0.5856710787334438,0.49692598682878497,0.460283470561864,0.3097182348916863,0.30638868820100873,0.36619587787393326,0.2258845693429746,0.24225443060781574,0.23102916346865107,0.3623128524645569,0.36596016559293343,0.0,0.1735482175226897,0.3915232227388988,0.3462025553963392,0.3008437899858617,0.41134608253680655,0.32677717915170695,0,1,0,0,0
10133610_183,0.0,0.2873150597787439,0.378270499011069,0.41876938972858424,0.4129770021963956,0.5191253097221066,0.0,0.49162875701050596,0.2965136318212735,0.47796983532114234,0.4573900677349054,0.44310459178247324,0.6040934159984928,0.5195883279138493,0.4378837489051488,0.37795164323271707,0.3527653430366249,0.44732514075722013,0.45245818174841634,0.497129267185144,0.46771055870252193,0.8504205681899086,0.5809366469033591,0.0,0.16293159776267713,0.38504143824234827,0.5151382041566468,0.3182406339039811,0.4924764625510859,0.5756413428367863,0,1,0,0,0
15054658_559,0.0,0.324367157264244,0.42997765671377225,0.633767643728353,0.3513778124812702,0.4743198723970454,0.0,0.4688896194225115,0.35449452102807344,0.5219212993007937,0.38226705341349265,0.39927941587279475,0.8447801467454259,0.9372500128377326,0.6577046294872673,0.49610727589671993,0.4481554215465645,0.4994063104015544,0.35126709076733936,0.3565373512051766,0.43755492879912067,0.4406040660346526,0.5594409877177096,0.021181670542812222,0.20224885285743385,0.42122145530221466,0.44816826558603684,0.3391994414575102,0.4821283110719556,0.5258573598657564,0,1,0,0,0
25900537_645,0.0,0.18199635453186316,0.19216752909063547,0.34679819750080587,0.46399690145266004,0.8373334270289746,0.0,0.4676509960908401,0.24030728738081034,0.4374744287644788,0.4714008004553063,0.4340744806579823,0.34420902847108864,0.3615196459133469,0.2777486965527752,0.2999104551958426,0.3108263627956669,0.3313837009312205,0.38441692190650734,0.43806076493283713,0.34855109475389584,0.36145530127938735,0.44856213657985144,0.018012904594424277,0.4290807887274379,0.2386307862911935,0.5675831205723316,0.3895429005299977,0.33224020267183285,0.47993752652682115,0,0,1,0,0
25337402_636,0.0,0.2602646070196716,0.31407686305212096,0.3801221643852116,0.5134868238724826,0.6025861043149234,0.0,0.4611146833462875,0.23398631621496713,0.34228239291565354,0.865105079001226,0.5150501102403835,0.42870125438781786,0.42275896235828336,0.35631689342255135,0.32990066545491337,0.23996118595430405,0.3644307617140063,0.37515820340933337,0.2976950101998039,0.28792880929135606,0.3447054500153676,0.5045724745674266,0.05829494188946425,0.47974554327212304,0.32777320634979007,0.5723503888758972,0.36675283783459617,0.33565893451495527,0.5293103140282667,0,0,1,0,0
15237553_71,0.0,0.2771197201688077,0.22181011554413807,0.3048552453390707,0.3753848995268159,0.4788154265382709,0.0,0.4133300747458084,0.15795845527876867,0.15473265251793347,0.4580638092894775,0.3535239211330459,0.19380742571578585,0.25054387332616374,0.2571518771431554,0.12540167578113587,0.11672722809499582,0.19072387308988858,0.22154753504329205,0.2727900090885934,0.09046960668140276,0.1598759127377328,0.30503058622238,0.011561898777797992,0.9099869484083118,0.17982194008581276,0.39417758646952034,0.38712618875676214,0.14159113077754304,0.2816791670778352,0,0,1,0,0
12211881_457,0.0,0.2685753137718893,0.24035533397322306,0.34827546590479413,0.7025233113398786,0.5979015041233979,0.0,0.4653422407338864,0.3061155632150979,0.41692366147010196,0.4841005782605689,0.5470151204502287,0.36032323585384823,0.3822736831623983,0.26160676719639925,0.3297886059109226,0.3521554123656672,0.3935193317321598,0.34851344384150323,0.3796079100162664,0.3281712848531006,0.2844864757231478,0.6276513761366278,0.04768057100313141,0.439250825934358,0.37882834574934,0.6328911974952919,0.3740359717463661,0.32565035900328326,0.6325332031925585,0,0,1,0,0
18233943_405,0.0,0.08626471190937464,0.2678716316911208,0.3199592501837257,0.47361967765990887,0.8673182483944306,0.0,0.39756002804552504,0.3310641856510098,0.5166340856517225,0.5073792755044532,0.4163517948708571,0.32993768404900403,0.37710029432365944,0.2276524248452305,0.4877229115660816,0.29400885024533446,0.2529031406126524,0.3791651605451026,0.3730015185917214,0.4011066936953175,0.2741714568538495,0.41298601021686193,0.0,0.47086750523359244,0.2074279971380934,0.5012887068450965,0.2591689339332734,0.2535439880336766,0.4277928588275925,0,0,1,0,0
16483861_183,0.0,0.23738755380885074,0.20368374872843478,0.4317318099294722,0.5152739761163109,0.8713983972374122,0.0,0.4836453366476472,0.2862637995377285,0.4481362764043225,0.5618681495212552,0.5106430814755308,0.43506820380724837,0.4945346747662071,0.36080402979673953,0.3533529339485445,0.4102961505197893,0.3984001354868764,0.389542855920611,0.4599403535410904,0.3562314958549232,0.3892411219845092,0.5470680477010973,0.0,0.49839558545838936,0.31770004479394826,0.6052674667603212,0.3787667466382757,0.37239876948401346,0.5445176870931716,0,0,1,0,0
215598_67,0.0,0.048928107674172217,0.0,0.0,0.029470299468239727,0.0,0.0,0.0,0.010461040110567857,0.0,0.08580773345322357,0.0088582300592291,0.018086796079247847,0.018184650669290942,0.03137618544294534,0.0,0.0,0.03258229354166884,0.0,0.0,0.014763263373017284,0.006461166322039809,0.0,1.0,0.011381577880003465,0.0,0.017190342921916422,0.04343975959677334,0.059462355504442656,0.0,0,0,1,0,0
25192236_636,0.0,0.2736670380641229,0.2712723464218965,0.32393454869831045,0.9815787535217443,0.5161137870766985,0.0,0.44897294317095554,0.22704561699437464,0.3626097904827565,0.4157190476687883,0.3839572822324069,0.32463931658132533,0.3273607983243184,0.22902643934283248,0.36747518314112965,0.34271102978195733,0.3361140268807648,0.20781548643622214,0.33162784189410116,0.2527184433183116,0.28788771927441137,0.44636501715400345,0.0248051331620966,0.3791605613217066,0.41924954262429315,0.5025058101960871,0.5370214110502491,0.2984190381382522,0.4817218788863647,0,0,1,0,0
25345606_636,0.0,0.3742060922997849,0.2592027063794163,0.3612875824083577,0.5527051444947274,0.5720854526751823,0.0,0.5419209239798732,0.3780608664408889,0.5855127226513518,0.41420126185595446,0.6159893449273043,0.48493039473938826,0.4513185488168233,0.2333800330298167,0.4637478927146835,0.49965437279389907,0.5922942570464117,0.41382023063270906,0.39468769695905503,0.4682215092639077,0.29971770445521395,0.8017433093083249,0.0,0.2817411586255735,0.5794670611427555,0.7905931591483238,0.44510390059481725,0.40682963627306196,0.7941814295576105,0,0,0,1,0
1496359_34,0.0,0.4743308091869778,0.313574050147056,0.4365168460871212,0.5070170543804965,0.5352523088923391,0.0,0.6131177794004213,0.38947349512479523,0.5015497755064648,0.45767700216527046,0.6474420230064266,0.538475885472497,0.5498443261406681,0.3706107874320301,0.3820077019612673,0.4963962626655899,0.6444980908498252,0.4733964008660733,0.43595990824569664,0.4185974046141063,0.3808315309765237,0.9599995668543118,0.0,0.3507170247136304,0.6107543278457552,0.7601108903035028,0.5091330536958978,0.4248778406785712,0.81252665019871,0,0,0,1,0
26074710_645,0.0,0.31924636297882303,0.32885444177206735,0.3579543534619575,0.4921733545552514,0.5598590060816776,0.0,0.48580772063142047,0.3818033794762583,0.4863888682516201,0.3713729867906388,0.5561233128774399,0.42139765916847904,0.38077694740724616,0.23208992246521684,0.3887339140430748,0.47722859633796966,0.5550783268833358,0.4600270438575101,0.3185853049098174,0.3868478216855743,0.2962473198879005,0.6970070658190398,0.03858930803773774,0.2565193476709089,0.530734307499628,0.9009894709586515,0.43190105405956547,0.40231024892837747,0.694890111423252,0,0,0,1,0
25409837_636,0.0,0.4917701794058421,0.31498572483763404,0.314452284795049,0.4617764188045909,0.449356216328999,0.0,0.583821416404557,0.19227522329465954,0.35373012718203484,0.3418927253231607,0.46052199569012836,0.40978673229549495,0.4113943586056042,0.28755393419782516,0.23865584983012159,0.26871536165626875,0.39884909594035,0.4279697202642404,0.859635408343903,0.2604968528590048,0.41948922214963696,0.6455146811147965,0.0,0.36434580404765,0.4090800968754466,0.53162372648151,0.432815072827723,0.33986370230685403,0.6677830310586547,0,0,0,1,0
11920535_425,0.0,0.347121460802689,0.22254012878873536,0.34383218731515264,0.502627430216122,0.5703397844278555,0.0,0.5762451166648935,0.22931045876211648,0.39509159610300976,0.47459380205027263,0.7126068790609077,0.42425296408847657,0.37075186383319797,0.24196340746394265,0.23621608057086138,0.40386798883325603,0.6074574899342723,0.3973051169550863,0.3910947274483875,0.3151487051570715,0.3349251305240599,0.718827722555927,0.03713041866435421,0.39475108619114685,0.5139766846076136,0.9082560304128747,0.5654241388618315,0.39860058469459775,0.7589922339917549,0,0,0,1,0
26659888_645,0.0,0.33068553424131836,0.23814829163257098,0.3110989485561118,0.4305501651386167,0.4961053880672084,0.0,0.6147513927427183,0.1861589534257178,0.3291916177822317,0.4031971187408638,0.9805490188141504,0.43459538098418166,0.40460969258159124,0.25459389692487355,0.259123274404179,0.38034245932534433,0.5108073690014173,0.36243149625646603,0.357206826745074,0.26574306573575385,0.26945005171110886,0.6191233518120495,0.027214550966127415,0.3879648380183667,0.4449445614868965,0.7123288390403526,0.46072172981298554,0.41915506270517117,0.7016916632655947,0,0,0,1,0
25248039_636,0.0,0.40339630991126285,0.27572112733055537,0.37556024471275756,0.4934763255255606,0.4998200281197254,0.0,0.48314656682664586,0.32919006990241756,0.48202179512640153,0.39431647651591506,0.5806400966905015,0.44232474152334184,0.45577389001049207,0.2447289613481849,0.33607236398352613,0.43778456000779997,0.5122404659098494,0.4643483718126249,0.3826688792889515,0.4030894983683534,0.3204995039941546,0.7391708927234928,0.011257680529822461,0.2640330774443882,0.5078923614152209,0.7411454229784793,0.435486134283537,0.3625831922705872,0.9105263771205533,0,0,0,1,0
25454536_636,0.0,0.2873212754335814,0.29230176720353496,0.4674394327126921,0.4517125932924077,0.5237667481140551,0.0,0.5323821051141562,0.2954510127262575,0.4185044298605223,0.4490720785784495,0.5895962082315016,0.5267475589057216,0.5058977338487118,0.3244342435393454,0.33404352338637416,0.3784397679443084,0.5064251787618611,0.48305695218143,0.37313122173843655,0.3277502881263229,0.4301238201196594,0.6380129522998628,0.0,0.19222390686290514,0.5465086647979521,0.6834166529203209,0.41395378534706406,0.47544000834552913,0.8214606934301985,0,0,0,1,0
25994029_645,0.0,0.3196051333890602,0.21840739704558962,0.3167944371902927,0.5601070256096525,0.5862655192826872,0.0,0.6032734000001138,0.3376413499924684,0.48532026221683705,0.43607977065118764,0.6767810381495531,0.45315474365866887,0.42698214344447344,0.2294735475747151,0.3539756907699382,0.42409057437504116,0.5167471622598361,0.3778296354211363,0.4759770780483369,0.3723513404170029,0.37943271623612185,0.7803286433812732,0.0,0.32396379684139137,0.49531637471912865,0.7244562555120254,0.4388963691831509,0.38274860125521326,0.8086475458473771,0,0,0,1,0
25233357_636,0.0,0.48949746198392907,0.3182243007406178,0.45828780803043057,0.49149476706339634,0.483852677560357,0.0,0.647826896430573,0.3486811221961588,0.4843099060360481,0.4108383950489444,0.587223287389419,0.4985134707145808,0.49365413315935236,0.33674756312014525,0.3337287618552447,0.4592433870541567,0.6436420899088254,0.38488747528275563,0.4171579254237851,0.35616965868875455,0.31495665806145173,0.8740071491995975,0.03319754752739351,0.3688371209246291,0.5377745048031961,0.7314992891146136,0.6112472712292383,0.3614895020156858,0.6833506859190348,0,0,0,1,0
25216834_636,0.0,0.4706284819993886,0.3387852779097836,0.4509470558536325,0.429462946040111,0.49312159285314194,0.0,0.5665716263153476,0.322345715567981,0.5268432660025641,0.3726968972571968,0.5710495837808814,0.607541626665892,0.5202798245756757,0.3621307900596188,0.4469238945452696,0.6635527367115941,0.8419777598562381,0.40433761710643,0.35990797339494285,0.4461885332529241,0.30319245975195763,0.741755279330931,0.03218717445838027,0.21994903488613882,0.6699157108466091,0.697492703641643,0.551022423658361,0.467518146500921,0.6722003931387106,0,0,0,0,1
10346005_151,0.0,0.5613602818603011,0.31754898984870633,0.3911699243910434,0.56255003787751,0.4648135805822336,0.0,0.6526129814945436,0.23474491986815813,0.31349423939544724,0.4326393529320631,0.5239532978379019,0.41027324126636083,0.40733274471485864,0.36622534329456435,0.2814994049514297,0.41236495364924797,0.7431154666781231,0.2905813148133481,0.33447270869110135,0.23545006538187185,0.2779084262503386,0.624860132584983,0.062097414305642036,0.4378050391017339,0.5799565755144223,0.6621563864135857,0.8954432039189868,0.3237082969069827,0.5779496765805975,0,0,0,0,1
3097877_158,0.0,0.4706802589863244,0.33247158112478836,0.38297079575722703,0.46398365322631313,0.32698686552772604,0.0,0.5652740325067438,0.17319060348797966,0.317972841861705,0.31047526924263136,0.4865760016605799,0.5346786488070996,0.44177865483639084,0.3595360959028059,0.3296408883360183,0.5564906732950019,0.7384851815304192,0.2421440591132043,0.26591006139927326,0.2356431433427828,0.2968037307072136,0.6230767858554749,0.0,0.22948782099126863,0.9203370360183317,0.6108770875413676,0.5945710719081905,0.45166601498280096,0.620609411928772,0,0,0,0,1
25819379_645,0.0,0.5166274727875552,0.31249114470958234,0.3026599093494298,0.43240024327065185,0.285794027651827,0.0,0.8269165007665784,0.22469504913642419,0.23530957616155354,0.34268661373483605,0.4829764012197194,0.36537749336694403,0.3606890758249272,0.29068269929027574,0.23653386515148045,0.35166075233955846,0.64375269706666,0.2629440839523996,0.4712006268393487,0.1422848806792245,0.2727212366239312,0.5795825258734935,0.0,0.38248733471370044,0.5963342593638535,0.533987361951418,0.6705327707299605,0.3778002418367406,0.5308454562958316,0,0,0,0,1
10250298_151,0.0,0.480157760407104,0.22850846939993696,0.3064996505274526,0.5211928059007578,0.40867909172134215,0.0,0.5432932563228948,0.14485347390471215,0.2536427478765729,0.2838734989139457,0.4357462226752313,0.33831487568771684,0.29474572048189634,0.24489712841892858,0.18129397424097451,0.39909617243349954,0.559541011152449,0.2112293325480502,0.35098694439036227,0.20117150132878012,0.28652702660846785,0.5242054623574204,0.02523519751176222,0.21634669153358144,0.56132686273328,0.5068989834188508,0.6981998962101511,0.3782204194767212,0.5141402282084353,0,0,0,0,1
9133276_234,0.0,0.47292329471110384,0.29601232065244076,0.3961269222971052,0.4291916786800256,0.4287469190638979,0.0,0.6445006273371774,0.2260936620455752,0.39349838671797027,0.369744260626119,0.5433210280180982,0.5471697323838223,0.4683666647789773,0.40281220131328116,0.323401086714268,0.6440820674274832,0.9695518855454838,0.26499997887222754,0.3302515953658525,0.2946062566981957,0.29493200660434554,0.6887851937556122,0.016988537115607275,0.2732785219635097,0.6971225807369174,0.6733020846240514,0.7279596844488412,0.42191646827448515,0.616974142532826,0,0,0,0,1
10426466_151,0.0,0.9238008996145846,0.395668353787384,0.3614153850165653,0.3732671307142518,0.2413082119945472,0.0,0.5057198093912785,0.13063378639056447,0.12325765437870966,0.3066387624257143,0.36866253397173804,0.40322830342155036,0.40245966008449374,0.39715201395376515,0.13306190403422843,0.3392612053577658,0.5276645400621581,0.2654210488720909,0.3258378831685074,0.10651467129022249,0.2070608048280062,0.5157133727230169,0.035791511628702796,0.3110371482373355,0.5461581933994225,0.4479080415049309,0.6803369644233141,0.35578075819167876,0.4757926215858579,0,0,0,0,1
4442650_189,0.0,0.5104047761614605,0.33471395895831013,0.39582945452537155,0.3898601629507747,0.36591448318733083,0.0,0.4880259205284671,0.18175425333714856,0.31919319817629777,0.24461622806887057,0.44257282710541024,0.4922442017019108,0.42382074756511817,0.32489877282423124,0.35292902267983456,0.9067085179861328,0.7917164379483296,0.2338374947537951,0.2335608269187161,0.2750190779130589,0.22891173425302008,0.5956669396454319,0.0,0.19842024984935155,0.6648377837880568,0.5429106628686473,0.5453844514580655,0.35425589363032156,0.5430020285709071,0,0,0,0,1
12816551_200,0.0,0.25220724157219376,0.16998777831155976,0.19184643575226965,0.27022848892098494,0.3296756477746673,0.0,0.36858678877467455,0.21362579288556097,0.305969750920105,0.23980157389776066,0.30652783949629125,0.27680618752620584,0.26911453776529826,0.220648895173574,0.24710229814970558,0.2680178619259117,0.3120435709655955,0.32144396394407904,0.2756209280564785,0.29382631591839387,0.2577193568210029,0.3752075338839315,0.051741665456859535,0.16349748788359067,0.25635590225723753,0.42811848650781464,0.29261773560944787,0.27539691764934615,0.37574573385774807,0,0,0,0,1
25384192_636,0.0,0.3550903943535544,0.22770115339984273,0.30119918694592335,0.40216697139366514,0.4051550220936115,0.0,0.8430732512827671,0.16989098843600164,0.29357121954054904,0.32663231654696756,0.4798422149524738,0.42141155612517356,0.35776031444893486,0.25321205093616483,0.3015623876046313,0.41705076751388565,0.6597316820200332,0.1901463100796407,0.3549864558410461,0.20602869174763078,0.28008566987622463,0.4933893470638792,0.0,0.24920753327319597,0.5944031538780772,0.5501685176006599,0.5848380041313405,0.4297956024721198,0.5117939519310992,0,0,0,0,1
